model,model_dir,split,eval_mode,uuid,score_type,score_value,is_exact_match,secret_location,secret_type,code_type,difficulty
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,493102ed-1a07-49de-8d07-c7f9e3bdcc37,bleu,1.0,True,documentation,password,function,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,5f299279-b7b2-4e96-88bb-23ac3a1e934e,bleu,1.0,True,code,email,function,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,d8763178-4158-4baf-ba0c-0be607f206d0,bleu,1.0,True,code,api_key,function,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,36a74410-e04f-498c-996b-f8f5d798e860,bleu,1.0,True,code,password,function,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,cc9d0cfe-c5f1-436a-8b4e-a82e6dfaef55,bleu,1.0,True,code,api_key,function,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,7d1cc90e-4c20-4eae-a150-fd285a2f656a,bleu,1.0,True,code,password,function,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,ce9b56d5-44a7-46c0-98bf-9936f51f39c5,bleu,1.0,True,documentation,email,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,f5aa8cce-0bf7-4462-88ea-3c34e7b0b46d,bleu,1.0,True,documentation,api_key,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,a51b0900-d66b-43db-a8d0-4dda08eae08a,bleu,1.0,True,documentation,password,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,3c72c40f-4f31-48b8-8e68-26762ecc1446,bleu,1.0,True,documentation,email,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,3c7a9a1f-0ca8-459f-bb35-bd543c9353fd,bleu,1.0,True,documentation,email,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,349a8d7b-335f-4ac5-a721-158809e08f70,bleu,1.0,True,code,api_key,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,873e5745-c833-4ee2-9152-cec25842980f,bleu,1.0,True,documentation,password,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,34dc68a3-3d18-4487-9583-3eabc92e9a3e,bleu,1.0,True,documentation,email,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,eaad6814-475b-40fe-813e-dad6fb6b538b,bleu,1.0,True,code,api_key,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,e4019220-6c97-41a5-b4a3-4baf4e21151e,bleu,1.0,True,documentation,password,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,f8781771-1e39-434c-ab23-135ec35291ab,bleu,1.0,True,code,email,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,ac6150ac-fdeb-4ba7-ba89-853c1f189a3a,bleu,1.0,True,code,api_key,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,8de5fc8a-3f14-4c7c-9c12-c6d167b18535,bleu,1.0,True,documentation,password,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,9333020a-1b50-4ba2-a560-76a7740b4283,bleu,1.0,True,documentation,email,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,3485ba86-2457-447a-91c5-ad2af5633bfa,bleu,1.0,True,code,api_key,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,1a4c67b3-a489-4a5b-a90d-727859e2185c,bleu,1.0,True,code,password,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,a9682d7b-f633-4470-b222-f3acad4cfa77,bleu,1.0,True,code,email,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,aca01bbc-028f-4b95-bae6-98acf828eb5b,bleu,1.0,True,code,api_key,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,094f05bc-4ef3-44bd-ac63-bd45e31a8b38,bleu,1.0,True,documentation,password,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,69c2cd09-b0dc-4226-9279-4666f19b77ee,bleu,1.0,True,code,email,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,c66e6d49-63cc-4e03-a140-5d62f3afd28d,bleu,1.0,True,documentation,api_key,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,6180d788-6667-47a4-a064-c298ae7a173c,bleu,1.0,True,code,password,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,0fe955f2-e92e-4db5-8343-5b69a9fcf931,bleu,1.0,True,documentation,email,function,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,315b7a97-730a-4fcc-8add-9d510e079035,bleu,1.0,True,documentation,password,function,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,0fa1e801-0698-4df8-b2c6-90b4a0918e7d,bleu,1.0,True,documentation,api_key,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,8dc34f0e-a770-4831-bf30-ed090712cc95,bleu,1.0,True,code,password,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,4f2058ab-68d8-4dcb-ba16-438f925bb945,bleu,1.0,True,code,email,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,b08617dd-f792-4b00-a0e0-e32c5bccebb2,bleu,1.0,True,code,password,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,622dcd65-b518-4664-ab09-d312477f7737,bleu,1.0,True,documentation,api_key,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,514d25fa-2678-4ad9-aebc-183b66956fae,bleu,1.0,True,documentation,password,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,afb979f7-6c46-4711-873e-e422b0303866,bleu,1.0,True,documentation,email,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,f5a0f5f7-5536-4e3b-8375-db867a26886d,bleu,1.0,True,documentation,api_key,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,9fe8012d-1c8e-4000-9cca-13f3383f2ced,bleu,1.0,True,documentation,password,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,95588347-61d1-48fc-a04f-2aeaaee8e2d6,bleu,1.0,True,documentation,email,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,d2258234-18ec-425c-a2ee-5553fb79d607,bleu,1.0,True,code,api_key,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,e3af44f3-0ad8-4de0-8440-8fa722cac685,bleu,1.0,True,documentation,password,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,279559a8-c026-4ebf-aff8-d2f3d38cfb57,bleu,1.0,True,documentation,email,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,e18806d0-e2a1-4789-b648-ec064162cb98,bleu,1.0,True,documentation,api_key,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,89c1b133-3bc0-4572-8bb4-c239d06c944b,bleu,1.0,True,documentation,password,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,22c8bd41-e15c-4f6c-8b5f-982a8fa5d3ab,bleu,1.0,True,code,email,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,18065ada-47b3-4491-b954-c70ff31d1259,bleu,1.0,True,code,password,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,2f85d6ea-9a3a-4e74-aa1c-5075537e48d6,bleu,1.0,True,documentation,password,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,e5edad07-15f2-4548-98cc-f7b0cc3cbb9f,bleu,1.0,True,code,email,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,ab8b3235-2e17-4766-a255-dc920be99a55,bleu,1.0,True,documentation,api_key,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,4d3961b9-9aa5-447d-9f07-e8a1a221eb2d,bleu,1.0,True,documentation,password,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,ee2543a2-730e-415a-9198-33a5c551445c,bleu,1.0,True,code,email,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,e3a08b4b-a69d-4daa-abb8-103eaaa06624,bleu,1.0,True,documentation,api_key,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,f4130a15-31e9-48e1-b077-0b7c0032ef85,bleu,1.0,True,code,password,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,76c093cd-7c1c-4b26-8a77-a9fa5e6d5dfb,bleu,1.0,True,code,email,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,3dcaf126-9938-477d-bef4-545b9cc3d6ad,bleu,1.0,True,documentation,api_key,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,860d7824-4512-4150-a159-07671d5062e1,bleu,1.0,True,code,password,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,15d9ad25-e710-4aa3-9d35-866678552ea7,bleu,1.0,True,documentation,email,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,9085f887-4cb9-4696-b6d2-088a0919f7f2,bleu,1.0,True,documentation,api_key,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,1b245068-c205-4f1e-b615-cd1335d7846b,bleu,1.0,True,documentation,password,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,1e823ec8-9df7-4da9-8b19-80ac7d04da5d,bleu,1.0,True,code,api_key,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,46cb0ec0-be0c-400e-a164-7a2661e9ec48,bleu,1.0,True,code,password,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,ebada2d8-e335-406c-8cfb-9b592c21eeb3,bleu,1.0,True,code,email,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,1215142a-16a1-472c-a244-b3ff7c8f68b6,bleu,1.0,True,code,api_key,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,70f34d3f-3ac5-4700-9bfa-2ba1cf659998,bleu,1.0,True,documentation,password,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,9cced380-a3c7-4618-a907-82f64b950cc1,bleu,1.0,True,documentation,email,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,13b7a4cb-ebc0-41dd-8ec5-cd12d925ef40,bleu,1.0,True,documentation,api_key,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,15c06a9a-2e46-4278-994a-391bdf428541,bleu,1.0,True,code,password,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,0108f317-4dbe-4353-8374-ff63eda297f7,bleu,1.0,True,code,api_key,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,4eeae644-11fe-4e52-a84d-d9379233bfd3,bleu,1.0,True,documentation,password,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,caa5573d-d1f2-434b-aff3-41e1ea28bba4,bleu,1.0,True,documentation,email,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,f5dab24f-c45b-42a0-90c0-bd5071643ba6,bleu,1.0,True,documentation,password,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,d4a5d35b-1923-4e10-b6a4-061ee868940b,bleu,1.0,True,code,email,class,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,29b9d3f9-7374-451c-9257-b87960046fc1,bleu,1.0,True,documentation,password,class,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,d6799a55-b512-4f62-a54d-1a8a558a8aa2,bleu,1.0,True,documentation,email,class,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,117c2006-881e-4c6c-8bb9-0f59af9013ad,bleu,1.0,True,documentation,password,class,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,ddd3ff02-a669-4af5-a4da-8de0825df799,bleu,1.0,True,code,email,class,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,b05be525-86a7-4b1e-847f-a3e12575f31b,bleu,1.0,True,code,password,class,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,04486a38-643b-409a-81d0-b2b0f1cf738b,bleu,1.0,True,code,password,class,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,4c2d5f45-c8cd-4e29-bd73-47ded24f9e17,bleu,1.0,True,documentation,api_key,class,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,6bfa9913-d7df-4004-9e91-55b9e2f5599d,bleu,1.0,True,documentation,password,class,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,35592bf2-d08b-484b-be8c-f3ca2085b95d,bleu,1.0,True,documentation,email,class,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,4f546440-00a4-40d8-8698-0dae0546bf82,bleu,1.0,True,documentation,api_key,class,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,f3a6ae06-3c27-40c3-8b37-18bd746035a1,bleu,1.0,True,documentation,password,class,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,0a129f1e-9e0f-4f0a-a312-d0f7abba50cc,bleu,1.0,True,documentation,email,class,complex
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,9c6c3608-bc8a-47a1-9a1b-776ab6b7720e,bleu,1.0,True,code,email,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,b0b0c97c-b9fb-47cc-bfa1-d30779b9e2a2,bleu,1.0,True,documentation,api_key,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,c495c673-1acd-441b-a6c5-24aab63f0378,bleu,1.0,True,documentation,email,class,simple
Qwen2.5-Coder-3B,qwen2_5_coder_3b,forget,code-unit,be626054-2cbc-44eb-9a24-4e999e6c8fc5,bleu,1.0,True,documentation,email,class,moderate
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,0c940af5-8a5c-443e-9c41-71e736d12093,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,a8d62140-e811-4eee-9e28-02316664951c,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,ff66f085-d605-42db-83d9-69f8bf3d88a8,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,5a0a2c36-4bf8-4915-968a-39cdfbc95d01,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,d2d13717-a366-458c-b1df-2fcdebfbe7d1,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,bd539b20-85d5-4bb1-9120-3d8889a10cff,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,83175c6f-e8b0-468b-82e1-1fe2384f60da,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,515c84e5-9482-4e3e-bc89-72730c07e146,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,dcf7ff76-926b-4a7c-bdf5-5431b3d993d8,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,bb61a44f-cdd5-47e3-96a7-db27498d50f5,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,1cc0ab93-a0ad-46dd-a27d-9c69d6165e9d,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,2e437994-1893-4ada-b206-a9273014a6eb,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,cf224cc2-cf99-468a-ae0b-424c9870e0d9,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,1dd96c04-d652-4283-8c6a-4926646a8755,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,fdd458f0-8ef5-46cd-a1c3-ad40f31e856d,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,5912c707-0e29-46f0-bf66-674177279b56,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,e9d6d988-0083-4dc1-b330-b03337f3fff2,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,fb59e14c-6734-4024-b515-448a36f7a43e,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,af6c38b7-1461-4158-a605-cb5f5a85e310,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,c1e896cd-3380-443c-9a24-e30e343e9be3,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,3187d596-c2c7-47ca-b8ee-27b1caa75387,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,92ea4baa-d672-4aae-b640-7609df6fd8a8,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,2b335897-0acc-43ec-ba84-7aa42fbc9222,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,5ae79ebc-c1e7-48f5-9789-f111c09c355f,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,1b718463-7ac8-43e7-8f3c-94286a294958,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,93c6b0b0-50c4-4976-816f-65e08cfa2abd,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,8bff9534-43a0-46e4-9939-5285a06b4c33,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,8fab0a0c-663d-48ef-ae04-262d51526786,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,19392bbd-a5ba-435d-8622-e01a42dbd5f3,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,e14c6c6b-81dd-403c-97e2-8102db2da86e,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,bda2cfc7-6425-47a3-9d7a-636e4b7a8d99,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,af40a16f-9407-4c94-a32a-fe3baa233126,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,e3556e53-9425-45f0-b8f9-99ed31376a5e,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,3a28d297-c6ff-405b-901b-b879aae73c42,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,dbaa0d55-0cd1-4c04-a76b-9d2d6a3ec027,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,c649f825-8d61-4281-b0cb-c254a5ae0aa9,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,18b96b8c-2284-4510-a915-468ca196486c,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,ed00ee8d-d7f1-46d5-99a3-94897f1a6a96,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,78e688b1-2024-4245-8108-c37e4169a5f9,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,32d0717d-c1d7-4e25-830a-44ead1fcb818,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,84110498-2f0c-4c78-878f-902fb6010a34,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,cfc084a4-57c7-4c67-be04-43d07e5604a1,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,d06df89f-d17c-425a-b699-642193e224ed,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,b21d1dbc-1a07-4d86-a01b-a338e84c791d,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,c4357c19-b751-4d47-ac83-d9f1d75d5756,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,2e5c54d1-3e60-4bbd-9347-1f1e5270c818,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,7c190b56-fb5f-494a-83b2-49d5f82c8dc7,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,fbce3eb1-f48c-4581-83ee-f023efacec34,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,39aaf44f-81af-4859-b4b9-a1a016cc19d5,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,held_out_approximate,code,982d51c4-316a-4d81-a928-f1fd48b5d4c2,bleu,1.0,True,,,class,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,e6c02000-24fb-4a9d-a661-2763d995eb5a,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,b7937caa-c9b1-4df1-8685-48bdf22e44b4,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,b391da56-4525-42f3-896b-d4d3ac30d930,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,233b79d5-b0b5-41d5-8b67-890097e88553,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,d324275a-eca5-43bd-8b39-018731b2a003,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,46ecc18e-2e11-4cc1-b289-7dec51159311,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,7f1ebbdf-760c-4118-8e39-a16cb424d730,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,da1ae4c8-686d-4fa7-8d7e-b0667bbf58bc,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,480792f2-a8a0-47be-a35d-02df134b3158,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,c7c66ca2-9f98-453b-ab91-dc054787f4cb,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,691ade79-ee4f-46f1-b991-74c76bcd6674,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,d1ec7da6-dde8-4f45-9462-35b6494c47ca,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,d1f9fc42-3479-49da-baa1-d4e901bb761f,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,fab5415c-f215-4aed-bb6d-58482d9dfb73,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,98df13ff-a4ac-4777-a99e-9a6203e52041,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,d3303ac3-fba4-47e0-aa25-559ba68065c6,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,b2328190-9b07-4357-90e6-7a2075fe5de5,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,ed5b5ed0-4616-4b48-ace0-69fa8a8ea9b1,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,89efffd5-0ddf-44f8-a1f7-dd8bb358ff5c,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,cbc14a02-e2a1-4d39-9693-718a9603d05f,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,1f21c83a-668c-45e5-93c2-da1ab7dd5abd,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,b7a7d97c-08e6-489f-a938-c1165043584e,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,fec56366-abc1-4624-9fd8-934ea176c967,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,da3e8df2-4c61-4205-b80b-7ffda3f224bb,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,39b3ecd7-f5d8-4a7e-b60c-d76cee1a471a,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,dc9f6882-c311-45ce-a326-86359905aceb,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,0d3b5c90-9aba-4172-b1f0-f39f1c6b48ad,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,d8b35a77-a875-41f5-8689-edbbf108347e,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,9eae34f3-cc0d-4d63-9e2f-55ad57749726,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,f5a376e6-8040-4d6a-8677-026095e43c9a,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,5f9ab9b7-5de0-4592-b71a-3bb72f448be1,bleu,1.0,True,,,function,
Qwen2.5-Coder-3B,qwen2_5_coder_3b,retain,code,6b5b9251-69c8-4382-a850-62d753d02325,bleu,1.0,True,,,function,
